symbol,sector,score,date,close,return_rate
SU,Energy Minerals,0.9537270483805632,2004-02-11,2.586635567726049,0.0032247569136671927
GGG,Producer Manufacturing,0.9527531038554632,2004-02-11,2.239527002171254,0.005236180100705257
CWT,Utilities,0.9341805987997436,2004-02-11,2.689207131441274,0.0017757228575181472
BLL,Process Industries,0.9228617858037828,2004-02-11,2.09124662011648,0.0013327350195120324
APA,Energy Minerals,0.9121169589405737,2004-02-11,3.684620443165299,0.0015742409640808752
MATX,Transportation,0.8669457111769054,2004-02-11,2.7969218745768663,0.004759616749360207
ROST,Retail Trade,0.8647885710921392,2004-02-11,2.0428424015968134,0.004483220617962802
AXL,Producer Manufacturing,0.8614778885262705,2004-02-11,3.725211372325558,0.004922210580661668
BRO,Finance,0.8601050987037795,2004-02-11,2.1829566528325905,0.0024651450106669692
GFF,Producer Manufacturing,0.8537495640761625,2004-02-11,3.1267605024981378,0.0028257603739139103
HUBB,Producer Manufacturing,0.8500253453969924,2004-02-11,3.688379317622437,0.00259599934852206
HTLD,Transportation,0.841196180134259,2004-02-11,2.4318574387545047,0.014163323286633611
HGTXU,Miscellaneous,0.8347751273365439,2004-02-11,2.963209113374854,0.001048630685544838
SHW,Process Industries,0.8323032821503219,2004-02-11,2.482403541878053,0.00568046958860724
SM,Energy Minerals,0.8273696884117278,2004-02-11,2.706382169475284,0.004362375561781651
CRK,Energy Minerals,0.8229617954103624,2004-02-11,4.583946565122561,0.006835942995017996
COKE,Consumer Non-Durables,0.8067271083336184,2004-02-11,3.917209498719767,-5.079584921696689e-05
JBHT,Transportation,0.8052300772814623,2004-02-11,2.6228553273460755,0.007175116111233892
DLX,Commercial Services,0.7991904408974928,2004-02-11,3.690627917031987,0.003828083581003394
TTC,Producer Manufacturing,0.7978637558991294,2004-02-11,1.7850704874777572,0.0009416329901528186
PCAR,Producer Manufacturing,0.7952581707718037,2004-02-11,3.211022804839052,0.002075817908747224
SSP,Consumer Services,0.7913582625822781,2004-02-11,4.876165496277512,0.005342280530529653
LII,Producer Manufacturing,0.7816603376228503,2004-02-11,2.9274534491377295,0.003318532517643691
MGEE,Utilities,0.7772905374100227,2004-02-11,3.065258361112005,-0.0004053502264440567
CAA,Consumer Durables,0.77381089902996,2004-02-11,4.846939189443692,0.003940740873465742
NJR,Utilities,0.7683259677237528,2004-02-11,2.5902671416039684,0.0009672798552520234
SR,Utilities,0.76089849188817,2004-02-11,3.4223063249523,0.0008602955812295754
RCI,Health Services,0.757159066995856,2004-02-11,2.3267897705204463,0.0014729199781984281
AOS,Producer Manufacturing,0.7531756113532556,2004-02-11,1.6770965430822269,0.004494942113595579
