date,time,number,abbr,sector,status,value
2004-06-30,10:02:12.131,W7Y5WY-R,CPS.XX2,Technology Services,MERGED,0.26759215
2004-06-30,10:02:12.131,HF6097-R,MSM,Distribution Services,MERGED,0.26579813
2004-06-30,10:02:12.131,D1LJ47-R,AEO,Retail Trade,MERGED,0.26572
2004-06-30,10:02:12.131,W0Z2R4-R,FUL,Process Industries,MERGED,0.2655204
2004-06-30,10:02:12.131,V2G2MF-R,GAS.XX1,Utilities,MERGED,0.26542245
2004-06-30,10:02:12.131,MQ18S4-R,RGC.XX1,Consumer Services,MERGED,0.26505356
2004-06-30,10:02:12.131,D403D7-R,RSHCQ,Retail Trade,MERGED,0.26498383
2004-06-30,10:02:12.131,FH0KGK-R,NRP,Energy Minerals,MERGED,0.26460975
2004-06-30,10:02:12.131,BXKWLD-R,BNI,Transportation,MERGED,0.26455621
2004-06-30,10:02:12.131,GM34R7-R,RLRN,Technology Services,MERGED,0.26398387
2004-06-30,10:02:12.131,TJF903-R,AH.XX2,Electronic Technology,MERGED,0.26276052
2004-06-30,10:02:12.131,K7TD6M-R,LECO,Producer Manufacturing,MERGED,0.26101469
2004-06-30,10:02:12.131,M79B89-R,MGM,Consumer Services,MERGED,0.25988283
2004-06-30,10:02:12.131,BCDK9T-R,MAN,Commercial Services,MERGED,0.25892008
2004-06-30,10:02:12.131,TZ2TSL-R,WM,Industrial Services,MERGED,0.25845754
2004-06-30,10:02:12.131,P8R3C2-R,MSFT,Technology Services,MERGED,0.25844778
2004-06-30,10:02:12.131,B4PGFJ-R,DXC,Technology Services,MERGED,0.25736286
2004-06-30,10:02:12.131,G35BYT-R,PAG,Retail Trade,MERGED,0.257053
2004-06-30,10:02:12.131,SQGY1B-R,HOT,Consumer Services,MERGED,0.25613857
2004-06-30,10:02:12.131,G226VS-R,TLB,Retail Trade,MERGED,0.25529382
2004-06-30,10:02:12.131,FJ4VSP-R,USON,Health Services,MERGED,0.25470004
2004-06-30,10:02:12.131,WL1GCY-R,WAT,Health Technology,MERGED,0.25282887
2004-06-30,10:02:12.131,QXSZ7K-R,USG,Non-Energy Minerals,MERGED,0.25238105
2004-06-30,10:02:12.131,MBPCLW-R,IPX,Finance,MERGED,0.2515034
2004-06-30,10:02:12.131,F1DNTM-R,RJF,Finance,MERGED,0.25054126
2004-06-30,10:02:12.131,PHKDBC-R,NHP,Finance,MERGED,0.24729571
2004-06-30,10:02:12.131,PKZC9Q-R,BLCBB,Consumer Services,MERGED,0.24685021
2004-06-30,10:02:12.131,FPP9SL-R,JWN,Retail Trade,MERGED,0.2442126
2004-06-30,10:02:12.131,HTP7VN-R,RRX,Producer Manufacturing,MERGED,0.24382864
2004-06-30,10:02:12.131,RJ0FT9-R,RL,Retail Trade,MERGED,0.24247052
2004-06-30,10:02:12.131,TVSKRM-R,SRX,Technology Services,MERGED,0.24106553
2004-06-30,10:02:12.131,P4BSC4-R,AMTD.XX1,Finance,MERGED,0.24094274
2004-06-30,10:02:12.131,H447TR-R,OIS,Industrial Services,MERGED,0.24067026
2004-06-30,10:02:12.131,CPCW2Z-R,CMI,Producer Manufacturing,MERGED,0.2401428
2004-06-30,10:02:12.131,X1X2X7-R,MMP,Industrial Services,MERGED,0.23977843
2004-06-30,10:02:12.131,BDJP9S-R,UDI,Electronic Technology,MERGED,0.239163
2004-06-30,10:02:12.131,CYBC69-R,HRL,Consumer Non-Durables,MERGED,0.23721561
2004-06-30,10:02:12.131,G4BJZS-R,OCLR.XX1,Health Technology,MERGED,0.23689365
2004-06-30,10:02:12.131,B3G4BK-R,ASH,Process Industries,MERGED,0.23345142
2004-06-30,10:02:12.131,NDGT5S-R,MIL.XX1,Health Technology,MERGED,0.23159191
2004-06-30,10:02:12.131,S390D0-R,TXU,Utilities,MERGED,0.23093196
2004-06-30,10:02:12.131,F17SJ1-R,ADI,Electronic Technology,MERGED,0.23087751
2004-06-30,10:02:12.131,PN37ZK-R,EFX,Commercial Services,MERGED,0.23031088
2004-06-30,10:02:12.131,Q8J4YF-R,TNB,Producer Manufacturing,MERGED,0.22684949
2004-06-30,10:02:12.131,LP3CT4-R,AXCA,Health Technology,MERGED,0.22673686
2004-06-30,10:02:12.131,BL5KVX-R,COST,Retail Trade,MERGED,0.22656937
2004-06-30,10:02:12.131,CJTQXJ-R,ETFC,Finance,MERGED,0.22463499
2004-06-30,10:02:12.131,Q4Z798-R,CYH,Health Services,MERGED,0.22390312
2004-06-30,10:02:12.131,JJ8QPY-R,PGN.XX1,Utilities,MERGED,0.22049072
2004-06-30,10:02:12.131,FWJSXX-R,AYI,Producer Manufacturing,MERGED,0.21835162
2004-06-30,10:02:12.131,W3F2PG-R,LIFC,Health Technology,MERGED,0.21770775
2004-06-30,10:02:12.131,SRLHZS-R,EMRAF,Utilities,MERGED,0.21453314
2004-06-30,10:02:12.131,G25L8Y-R,IRC,Finance,MERGED,0.2142429
2004-06-30,10:02:12.131,XLV24X-R,F,Consumer Durables,MERGED,0.21289308
2004-06-30,10:02:12.131,N13NK9-R,CPPRQ,Retail Trade,MERGED,0.21243904
2004-06-30,10:02:12.131,LZ621H-R,MDPEB,Consumer Services,MERGED,0.21086658
2004-06-30,10:02:12.132,R3GWRN-R,PXR.XX9,Commercial Services,MERGED,0.21026091
2004-06-30,10:02:12.132,QSDHZH-R,CHIC.XX1,Retail Trade,MERGED,0.2094983
2004-06-30,10:02:12.132,M506MK-R,TEK,Electronic Technology,MERGED,0.20897034
2004-06-30,10:02:12.132,HQ87P5-R,TXN,Electronic Technology,MERGED,0.2057172
2004-06-30,10:02:12.132,P1X666-R,BOL,Health Technology,MERGED,0.2043005
2004-06-30,10:02:12.132,KYCY91-R,LHX,Electronic Technology,MERGED,0.20253057
2004-06-30,10:02:12.132,JXMLY8-R,ADSK,Technology Services,MERGED,0.20182471
2004-06-30,10:02:12.132,VJ3PJZ-R,FALB,Non-Energy Minerals,MERGED,0.20117728
2004-06-30,10:02:12.132,D55HTD-R,DOWJB,Consumer Services,MERGED,0.19991827
2004-06-30,10:02:12.132,KK1YRK-R,GPN,Technology Services,MERGED,0.19916896
2004-06-30,10:02:12.132,SJY281-R,IBM,Technology Services,MERGED,0.19876565
2004-06-30,10:02:12.132,V601BM-R,BJ.XX10,Retail Trade,MERGED,0.19758389
2004-06-30,10:02:12.132,T2YF0Y-R,CEPH,Health Technology,MERGED,0.19572444
2004-06-30,10:02:12.132,W5NBSG-R,LPX,Non-Energy Minerals,MERGED,0.19431882
2004-06-30,10:02:12.132,L56GQK-R,DDEJF,Finance,MERGED,0.19363418
2004-06-30,10:02:12.132,DJC60R-R,CAG,Consumer Non-Durables,MERGED,0.19172491
2004-06-30,10:02:12.132,H0PMGP-R,CACC,Finance,MERGED,0.18963222
2004-06-30,10:02:12.132,DQ16QY-R,NAP.XX2,Finance,MERGED,0.18943376
2004-06-30,10:02:12.132,JWGK5F-R,USIH,Finance,MERGED,0.18730559
2004-06-30,10:02:12.132,P9ZLS6-R,DTGF,Finance,MERGED,0.18626121
2004-06-30,10:02:12.132,RYMLZH-R,AV.XX1,Electronic Technology,MERGED,0.1859302
2004-06-30,10:02:12.132,MYZ7WZ-R,FL,Retail Trade,MERGED,0.18426648
2004-06-30,10:02:12.132,TY1RMH-R,CRS,Non-Energy Minerals,MERGED,0.18349862
2004-06-30,10:02:12.132,CYB1M0-R,AMGN,Health Technology,MERGED,0.18342116
2004-06-30,10:02:12.132,QQ164P-R,SKYW,Transportation,MERGED,0.17829152
2004-06-30,10:02:12.132,KW432H-R,JKHY,Technology Services,MERGED,0.17804936
2004-06-30,10:02:12.132,L9WJCP-R,CPWM,Retail Trade,MERGED,0.17738303
2004-06-30,10:02:12.132,PRGQ6L-R,SPGI,Commercial Services,MERGED,0.17613062
2004-06-30,10:02:12.132,GJXXJ4-R,SHERF,Non-Energy Minerals,MERGED,0.17570618
2004-06-30,10:02:12.132,T2T952-R,TU,Communications,MERGED,0.17401379
2004-06-30,10:02:12.132,X8Q8PF-R,PVX,Energy Minerals,MERGED,0.17326208
2004-06-30,10:02:12.132,J1J74L-R,DCNAQ,Producer Manufacturing,MERGED,0.17303714
2004-06-30,10:02:12.132,FDRFQR-R,BKS,Retail Trade,MERGED,0.17283096
2004-06-30,10:02:12.132,GHNF62-R,RUSMF,Distribution Services,MERGED,0.17232453
2004-06-30,10:02:12.132,B8374S-R,AA,Non-Energy Minerals,MERGED,0.16963134
2004-06-30,10:02:12.132,V2H5QG-R,APH,Electronic Technology,MERGED,0.16798339
2004-06-30,10:02:12.132,MTBCGY-R,STLD,Non-Energy Minerals,MERGED,0.16489408
2004-06-30,10:02:12.132,C8RCJP-R,UCO.XX9,Distribution Services,MERGED,0.16481936
2004-06-30,10:02:12.132,QLMJMJ-R,SAIA,Transportation,MERGED,0.16346996
2004-06-30,10:02:12.132,D501D8-R,JLG,Producer Manufacturing,MERGED,0.1631126
2004-06-30,10:02:12.132,KX90L6-R,IVX.XX1,Health Technology,MERGED,0.162464
2004-06-30,10:02:12.132,QF2FD0-R,JRN,Consumer Services,MERGED,0.16196037
2004-06-30,10:02:12.132,MMRZQ5-R,MSI,Electronic Technology,MERGED,0.16163611
2004-06-30,10:02:12.132,VMNPB6-R,IGI.XX1,Distribution Services,MERGED,0.1611524
2004-06-30,10:02:12.132,VZZC49-R,BEV,Health Services,MERGED,0.16088038
2004-06-30,10:02:12.132,NL8N5K-R,PETC,Retail Trade,MERGED,0.15773124
2004-06-30,10:02:12.132,XF9DRT-R,TLRDQ,Retail Trade,MERGED,0.15761007
2004-06-30,10:02:12.132,KT012H-R,ATLC,Finance,MERGED,0.15671037
2004-06-30,10:02:12.132,C0Y8PC-R,ELAB,Health Technology,MERGED,0.15514086
2004-06-30,10:02:12.132,WC77JQ-R,DY,Industrial Services,MERGED,0.15474102
2004-06-30,10:02:12.132,M7439D-R,CERN,Technology Services,MERGED,0.15474011
2004-06-30,10:02:12.132,JTB8S7-R,DEBS,Retail Trade,MERGED,0.15373658
2004-06-30,10:02:12.132,RZWSQ8-R,PCMC.XX9,Finance,MERGED,0.15313767
2004-06-30,10:02:12.132,RBFZXG-R,AMMD,Health Technology,MERGED,0.15170359
2004-06-30,10:02:12.132,F4PH05-R,SCSC,Distribution Services,MERGED,0.15144661
2004-06-30,10:02:12.132,JPTSWF-R,JAKK,Consumer Durables,MERGED,0.14401408
2004-06-30,10:02:12.132,B6TD5D-R,BJS,Industrial Services,MERGED,0.14264605
2004-06-30,10:02:12.132,K7TZB5-R,WFRD,Industrial Services,MERGED,0.1404107
2004-06-30,10:02:12.132,KL1DV4-R,CAM,Industrial Services,MERGED,0.14031509
2004-06-30,10:02:12.132,GTX8DC-R,RAMP,Technology Services,MERGED,0.13948697
2004-06-30,10:02:12.132,NXD9CX-R,PVN,Finance,MERGED,0.13848682
2004-06-30,10:02:12.132,T8M9H0-R,PXP,Energy Minerals,MERGED,0.13800822
2004-06-30,10:02:12.132,QDYDQ7-R,JLL,Finance,MERGED,0.13709598
2004-06-30,10:02:12.132,QZ30M4-R,CLK,Commercial Services,MERGED,0.13483947
2004-06-30,10:02:12.132,QTK1RV-R,CQB,Process Industries,MERGED,0.13309741
2004-06-30,10:02:12.132,N6SXQQ-R,IPMT,Commercial Services,MERGED,0.13276382
2004-06-30,10:02:12.132,DG7ZNK-R,MOD,Producer Manufacturing,MERGED,0.13267249
2004-06-30,10:02:12.132,D4ZNNX-R,TECD,Distribution Services,MERGED,0.1326215
2004-06-30,10:02:12.132,QCYLZB-R,KMX,Retail Trade,MERGED,0.12765416
2004-06-30,10:02:12.132,LN3P8B-R,TPR,Retail Trade,MERGED,0.12146721
2004-06-30,10:02:12.132,RK4GM5-R,ADRX,Health Technology,MERGED,0.1181777
2004-06-30,10:02:12.132,PSRH1X-R,LAD,Retail Trade,MERGED,0.11647787
2004-06-30,10:02:12.132,F2JNKG-R,RES,Industrial Services,MERGED,0.11416831
2004-06-30,10:02:12.132,DNXNVJ-R,TKR,Producer Manufacturing,MERGED,0.11277502
2004-06-30,10:02:12.132,G6L1K0-R,WWCA.XX1,Communications,MERGED,0.11160671
2004-06-30,10:02:12.132,QBMXC4-R,KND,Health Services,MERGED,0.10705814
2004-06-30,10:02:12.132,KHSNTP-R,GPRO.XX1,Health Technology,MERGED,0.10655655
2004-06-30,10:02:12.132,W14WTL-R,ATGE,Consumer Services,MERGED,0.10607148
2004-06-30,10:02:12.132,PM3G7N-R,PLAB,Electronic Technology,MERGED,0.10453801
2004-06-30,10:02:12.132,PHK827-R,NPO,Producer Manufacturing,MERGED,0.10417766
2004-06-30,10:02:12.132,JPXYXD-R,SERO,Commercial Services,MERGED,0.09696628
2004-06-30,10:02:12.132,DVKY40-R,IDXC,Technology Services,MERGED,0.09631552
2004-06-30,10:02:12.132,NQTP4X-R,SPGZ,Commercial Services,MERGED,0.09400388
2004-06-30,10:02:12.132,V4W5VX-R,LBLCF,Retail Trade,MERGED,0.0934575
2004-06-30,10:02:12.132,V1C3VK-R,CAL.XX2,Transportation,MERGED,0.08708066
2004-06-30,10:02:12.132,TH8S8S-R,AL.XX1,Non-Energy Minerals,MERGED,0.08552636
2004-06-30,10:02:12.132,MWRCJB-R,PPC,Consumer Non-Durables,MERGED,0.08542714
2004-06-30,10:02:12.132,M3RFP5-R,OCN,Finance,MERGED,0.08463636
2004-06-30,10:02:12.132,QWT5HN-R,TEN,Producer Manufacturing,MERGED,0.08298599
2004-06-30,10:02:12.132,BV81KZ-R,XJT,Transportation,MERGED,0.08281737
2004-06-30,10:02:12.132,VMJ5QZ-R,GCO,Distribution Services,MERGED,0.08183155
2004-06-30,10:02:12.132,QLQKDC-R,FISV,Technology Services,MERGED,0.08137664
2004-06-30,10:02:12.132,X6GKR0-R,RRGB,Consumer Services,MERGED,0.08132988
2004-06-30,10:02:12.132,GV0W8R-R,ITGR,Producer Manufacturing,MERGED,0.07901899
2004-06-30,10:02:12.132,XLT3B0-R,TRA,Process Industries,MERGED,0.07563402
2004-06-30,10:02:12.132,Q67CZ0-R,MCOAQ,Retail Trade,MERGED,0.07302162
2004-06-30,10:02:12.132,Q9K2VD-R,CFWFF,Industrial Services,MERGED,0.07185176
2004-06-30,10:02:12.132,P0X502-R,GDI.XX1,Producer Manufacturing,MERGED,0.07113968
2004-06-30,10:02:12.132,NDN5DT-R,ADS,Technology Services,MERGED,0.07106432
2004-06-30,10:02:12.132,WCCMXV-R,OPTN.XX9,Health Services,MERGED,0.07069559
2004-06-30,10:02:12.132,RGTSXX-R,BGFV,Retail Trade,MERGED,0.070214
2004-06-30,10:02:12.132,DNX703-R,MHS.XX1,Finance,MERGED,0.06973417
2004-06-30,10:02:12.132,C8R98H-R,MVK,Non-Energy Minerals,MERGED,0.06904201
2004-06-30,10:02:12.132,XF43NV-R,WAB,Producer Manufacturing,MERGED,0.06718312
2004-06-30,10:02:12.132,RV6ZJC-R,CTS,Electronic Technology,MERGED,0.06668486
2004-06-30,10:02:12.132,X326T4-R,VOLT,Commercial Services,MERGED,0.06551375
2004-06-30,10:02:12.132,X426Y7-R,ANCUF,Retail Trade,MERGED,0.06405291
2004-06-30,10:02:12.132,SZDB1M-R,SEB,Consumer Non-Durables,MERGED,0.06360016
2004-06-30,10:02:12.132,JQXVVD-R,UCI.XX1,Finance,MERGED,0.06265983
2004-06-30,10:02:12.132,MLNN6Y-R,SE.XX1,Retail Trade,MERGED,0.06251723
2004-06-30,10:02:12.132,P35F00-R,PBSOQ,Electronic Technology,MERGED,0.06082637
2004-06-30,10:02:12.132,CYB6Y5-R,KO,Consumer Non-Durables,MERGED,0.05950306
2004-06-30,10:02:12.132,C1Z2B6-R,NAV,Producer Manufacturing,MERGED,0.05881275
2004-06-30,10:02:12.132,FPQK4R-R,ROG,Process Industries,MERGED,0.05680576
2004-06-30,10:02:12.132,D69PYF-R,SKE.XX9,Energy Minerals,MERGED,0.05401976
2004-06-30,10:02:12.133,P0SXV1-R,BTUUQ,Energy Minerals,MERGED,0.04742915
2004-06-30,10:02:12.133,LHKN8Z-R,NOC,Electronic Technology,MERGED,0.04609848
2004-06-30,10:02:12.133,XP6BXP-R,VHI,Process Industries,MERGED,0.04387302
2004-06-30,10:02:12.133,VMM9PX-R,RS,Non-Energy Minerals,MERGED,0.04228498
2004-06-30,10:02:12.133,JPT9YZ-R,FINGF,Distribution Services,MERGED,0.03688108
2004-06-30,10:02:12.133,MH3TRW-R,ANDV,Energy Minerals,MERGED,0.03461096
2004-06-30,10:02:12.133,FZRM9L-R,IMGC,Health Technology,MERGED,0.0293431
2004-06-30,10:02:12.133,W3DC9S-R,MRCY,Electronic Technology,MERGED,0.02906649
2004-06-30,10:02:12.133,MKHX1D-R,KCG.XX1,Finance,MERGED,0.02796357
2004-06-30,10:02:12.133,FMDVDG-R,EAGL.XX1,Transportation,MERGED,0.02265006
2004-06-30,10:02:12.133,GYF76M-R,TIVO,Technology Services,MERGED,0.02158664
2004-06-30,10:02:12.133,KDJSF0-R,ALK,Transportation,MERGED,0.01951391
2004-06-30,10:02:12.133,BK2FRW-R,ABC,Distribution Services,MERGED,0.0
2004-06-30,10:02:12.133,TR8N0D-R,ABG,Retail Trade,MERGED,0.0
2004-06-30,10:02:12.133,QLL1T4-R,ABM,Commercial Services,MERGED,0.0
2004-06-30,10:02:12.133,M0HJ6G-R,ACDO,Health Services,MERGED,0.0
2004-06-30,10:02:12.133,WPKHB8-R,ACIW,Technology Services,MERGED,0.0
2004-06-30,10:02:12.133,BL60QB-R,ACMR.XX1,Retail Trade,MERGED,0.0
2004-06-30,10:02:12.133,SJY3B2-R,ACO,Non-Energy Minerals,MERGED,0.0
2004-06-30,10:02:12.133,DJC2TN-R,ADBE,Technology Services,MERGED,0.0
2004-06-30,10:02:12.133,MQ119X-R,ADM,Process Industries,MERGED,0.0
2004-06-30,10:02:12.133,WM8P8T-R,ADVBQ,Finance,MERGED,0.0
2004-06-30,10:02:12.133,PQGZLR-R,ADVP.XX1,Health Services,MERGED,0.0
2004-06-30,10:02:12.133,KPM1VZ-R,AGU,Process Industries,MERGED,0.0
2004-06-30,10:02:12.133,FJ1B1C-R,AJG,Finance,MERGED,0.0
2004-06-30,10:02:12.133,QMX32N-R,ALE,Utilities,MERGED,0.0
2004-06-30,10:02:12.133,TMTGLT-R,AME,Producer Manufacturing,MERGED,0.0
2004-06-30,10:02:12.133,JMNC84-R,AMWD,Producer Manufacturing,MERGED,0.0
2004-06-30,10:02:12.133,PJTSGB-R,AN,Retail Trade,MERGED,0.0
2004-06-30,10:02:12.133,V98GST-R,ANH,Finance,MERGED,0.0
2004-06-30,10:02:12.133,VFY8ZQ-R,AOS,Producer Manufacturing,MERGED,0.0
2004-06-30,10:02:12.133,NDG727-R,APCC.XX9,Electronic Technology,MERGED,0.0
2004-06-30,10:02:12.133,K1037B-R,APPB.XX1,Consumer Services,MERGED,0.0
2004-06-30,10:02:12.133,L32348-R,APU,Distribution Services,MERGED,0.0
2004-06-30,10:02:12.133,D3WC7Q-R,ARRO,Health Technology,MERGED,0.0
2004-06-30,10:02:12.133,G90X76-R,ASCA.XX1,Consumer Services,MERGED,0.0
2004-06-30,10:02:12.133,FK4BY9-R,ASPT.XX1,Technology Services,MERGED,0.0
2004-06-30,10:02:12.133,G6L3P2-R,AVCT.XX1,Electronic Technology,MERGED,0.0
2004-06-30,10:02:12.133,W3DV77-R,AXL,Producer Manufacturing,MERGED,0.0
2004-06-30,10:02:12.133,GL3QQP-R,B,Producer Manufacturing,MERGED,0.0
2004-06-30,10:02:12.133,RXHN9P-R,BA,Electronic Technology,MERGED,0.0
2004-06-30,10:02:12.133,T1PGRD-R,BARZ.XX1,Technology Services,MERGED,0.0
2004-06-30,10:02:12.133,TLPTJ9-R,BBOX,Producer Manufacturing,MERGED,0.0
2004-06-30,10:02:12.133,V19VFC-R,BBX.XX2,Finance,MERGED,0.0
2004-06-30,10:02:12.133,P5FR40-R,BCE,Communications,MERGED,0.0
2004-06-30,10:02:12.133,MWKTZ4-R,BEAM.XX3,Consumer Non-Durables,MERGED,0.0
2004-06-30,10:02:12.133,NFR9HV-R,BEC,Health Technology,MERGED,0.0
2004-06-30,10:02:12.133,G6QSLG-R,BF.A,Consumer Non-Durables,MERGED,0.0
2004-06-30,10:02:12.133,LX237L-R,BF.B,Consumer Non-Durables,MERGED,0.0
2004-06-30,10:02:12.133,SD84W1-R,BFS,Finance,MERGED,0.0
2004-06-30,10:02:12.133,G49K2V-R,BG,Process Industries,MERGED,0.0
2004-06-30,10:02:12.133,BDP5X0-R,BGGSQ,Producer Manufacturing,MERGED,0.0
2004-06-30,10:02:12.133,QF1LT7-R,BGPIQ,Retail Trade,MERGED,0.0
2004-06-30,10:02:12.133,JYQZHJ-R,BH,Consumer Services,MERGED,0.0
2004-06-30,10:02:12.133,H3ZBG4-R,BHE,Electronic Technology,MERGED,0.0
2004-06-30,10:02:12.133,VDT2VP-R,BIG,Retail Trade,MERGED,0.0
2004-06-30,10:02:12.133,T7HRLL-R,BLIAQ,Retail Trade,MERGED,0.0
2004-06-30,10:02:12.133,HD1PZ3-R,BLS.XX1,Communications,MERGED,0.0
2004-06-30,10:02:12.133,FYRXRS-R,BMET,Health Technology,MERGED,0.0
2004-06-30,10:02:12.133,L8SKLT-R,BMY,Health Technology,MERGED,0.0
2004-06-30,10:02:12.133,RDQ6VC-R,BPL,Industrial Services,MERGED,0.0
2004-06-30,10:02:12.133,CRHRRT-R,BRK.A,Finance,MERGED,0.0
2004-06-30,10:02:12.133,DBNXVB-R,BRK.B,Finance,MERGED,0.0
2004-06-30,10:02:12.133,J06Y9S-R,BRO,Finance,MERGED,0.0
2004-06-30,10:02:12.133,FWDFLT-R,CACH,Retail Trade,MERGED,0.0
2004-06-30,10:02:12.133,WGS79Y-R,CACI,Technology Services,MERGED,0.0
2004-06-30,10:02:12.133,FYT41X-R,CAH,Distribution Services,MERGED,0.0
2004-06-30,10:02:12.133,V2MTKT-R,CAKE,Consumer Services,MERGED,0.0
2004-06-30,10:02:12.133,WYJRYB-R,CARS.XX3,Finance,MERGED,0.0
2004-06-30,10:02:12.133,RQSKKH-R,CASY,Retail Trade,MERGED,0.0
2004-06-30,10:02:12.133,WDHHDK-R,CBT,Process Industries,MERGED,0.0
2004-06-30,10:02:12.133,N7YW9G-R,CBZ,Commercial Services,MERGED,0.0
2004-06-30,10:02:12.133,PC4Y29-R,CCMP,Electronic Technology,MERGED,0.0
2004-06-30,10:02:12.133,HVTPFX-R,CEC,Consumer Services,MERGED,0.0
2004-06-30,10:02:12.133,FBBBH8-R,CEG.XX3,Utilities,MERGED,0.0
2004-06-30,10:02:12.133,CN8KNS-R,CENT,Consumer Non-Durables,MERGED,0.0
2004-06-30,10:02:12.133,WPL8V0-R,CENX,Non-Energy Minerals,MERGED,0.0
2004-06-30,10:02:12.133,SHRZF5-R,CHD,Consumer Non-Durables,MERGED,0.0
2004-06-30,10:02:12.133,H8JXH0-R,CHKAQ,Energy Minerals,MERGED,0.0
2004-06-30,10:02:12.133,Q1K2VN-R,CHS,Retail Trade,MERGED,0.0
2004-06-30,10:02:12.133,DS9GQW-R,CHSI,Technology Services,MERGED,0.0
2004-06-30,10:02:12.133,CJVJF8-R,CIR,Producer Manufacturing,MERGED,0.0
2004-06-30,10:02:12.133,D41032-R,CJREF,Consumer Services,MERGED,0.0
2004-06-30,10:02:12.133,B3KGPP-R,CKP,Electronic Technology,MERGED,0.0
2004-06-30,10:02:12.133,H1PMLS-R,CL,Consumer Non-Durables,MERGED,0.0
2004-06-30,10:02:12.133,V613CM-R,CNMD,Health Technology,MERGED,0.0
2004-06-30,10:02:12.133,FV824M-R,CNP,Utilities,MERGED,0.0
2004-06-30,10:02:12.133,MZZGF8-R,CP,Transportation,MERGED,0.0
2004-06-30,10:02:12.133,NYN4GC-R,CPT,Finance,MERGED,0.0
2004-06-30,10:02:12.133,FK8VJJ-R,CRAI,Commercial Services,MERGED,0.0
2004-06-30,10:02:12.133,MCVGFR-R,CREO.XX9,Commercial Services,MERGED,0.0
2004-06-30,10:02:12.133,WW3PRW-R,CRVL,Finance,MERGED,0.0
2004-06-30,10:02:12.133,CHQHMD-R,CSE,Finance,MERGED,0.0
2004-06-30,10:02:12.133,LTP0Z2-R,CSX,Transportation,MERGED,0.0
2004-06-30,10:02:12.133,F07Q7W-R,CTAS,Consumer Services,MERGED,0.0
2004-06-30,10:02:12.133,DH7SDG-R,CTMI,Health Technology,MERGED,0.0
2004-06-30,10:02:12.133,WM5BXP-R,CTRA,Energy Minerals,MERGED,0.0
2004-06-30,10:02:12.133,W13F06-R,CTX.XX1,Consumer Durables,MERGED,0.0
2004-06-30,10:02:12.133,NW728X-R,CTXS,Technology Services,MERGED,0.0
2004-06-30,10:02:12.133,MXV1RY-R,CUB,Electronic Technology,MERGED,0.0
2004-06-30,10:02:12.133,JTC04X-R,CVS,Retail Trade,MERGED,0.0
2004-06-30,10:02:12.133,V98JXW-R,CYCL,Communications,MERGED,0.0
2004-06-30,10:02:12.133,CN8PXX-R,CZR.XX1,Consumer Services,MERGED,0.0
2004-06-30,10:02:12.133,VQXR21-R,DD,Process Industries,MERGED,0.0
2004-06-30,10:02:12.133,F96XVZ-R,DD.XX1,Process Industries,MERGED,0.0
2004-06-30,10:02:12.133,CJQN0M-R,DFODQ,Consumer Non-Durables,MERGED,0.0
2004-06-30,10:02:12.133,MR0PSP-R,DLTR,Retail Trade,MERGED,0.0
2004-06-30,10:02:12.133,LRHQLX-R,DLX,Commercial Services,MERGED,0.0
2004-06-30,10:02:12.133,MKJ3FL-R,DP,Health Technology,MERGED,0.0
2004-06-30,10:02:12.133,BSZBZV-R,DQE,Utilities,MERGED,0.0
2004-06-30,10:02:12.133,WC6WWD-R,DRQ,Industrial Services,MERGED,0.0
2004-06-30,10:02:12.133,J9FXR5-R,DRTE,Technology Services,MERGED,0.0
2004-06-30,10:02:12.133,VWLZ1B-R,DSCP,Electronic Technology,MERGED,0.0
2004-06-30,10:02:12.133,Q9N1H5-R,DSPG,Electronic Technology,MERGED,0.0
2004-06-30,10:02:12.133,W6N4JC-R,DTE,Utilities,MERGED,0.0
2004-06-30,10:02:12.133,BPRHF0-R,DUK,Utilities,MERGED,0.0
2004-06-30,10:02:12.133,H57MD0-R,EAC.XX1,Energy Minerals,MERGED,0.0
2004-06-30,10:02:12.133,NB6XX6-R,EC.XX9,Process Industries,MERGED,0.0
2004-06-30,10:02:12.133,F81X55-R,ECPG,Finance,MERGED,0.0
2004-06-30,10:02:12.133,X0N4MP-R,ED,Utilities,MERGED,0.0
2004-06-30,10:02:12.133,TBWW27-R,EDE,Utilities,MERGED,0.0
2004-06-30,10:02:12.133,FXN4F4-R,EDO,Electronic Technology,MERGED,0.0
2004-06-30,10:02:12.133,VS0PTX-R,EFII,Producer Manufacturing,MERGED,0.0
2004-06-30,10:02:12.133,FBB311-R,ELBO,Retail Trade,MERGED,0.0
2004-06-30,10:02:12.133,T7C4T8-R,ENB,Industrial Services,MERGED,0.0
2004-06-30,10:02:12.133,QHBXV5-R,EOG,Energy Minerals,MERGED,0.0
2004-06-30,10:02:12.133,QZ2T6Y-R,EPC,Consumer Non-Durables,MERGED,0.0
2004-06-30,10:02:12.133,B93Q6B-R,EPIQ,Technology Services,MERGED,0.0
2004-06-30,10:02:12.133,JFW9S3-R,EQT,Energy Minerals,MERGED,0.0
2004-06-30,10:02:12.133,X9V9H9-R,EQY,Finance,MERGED,0.0
2004-06-30,10:02:12.133,MVKZ35-R,ES,Utilities,MERGED,0.0
2004-06-30,10:02:12.133,GB3Z65-R,ESND,Distribution Services,MERGED,0.0
2004-06-30,10:02:12.133,S4G24V-R,EVER.XX1,Energy Minerals,MERGED,0.0
