date,time,number,abbr,sector,status,value
2004-04-14,10:02:02.717,N4K1G4-R,MGA,Producer Manufacturing,MERGED,0.7053362
2004-04-14,10:02:02.717,FZX1RR-R,EXP,Non-Energy Minerals,MERGED,0.70503312
2004-04-14,10:02:02.717,JBFQH2-R,NTY,Health Technology,MERGED,0.70441236
2004-04-14,10:02:02.717,DQ6FPV-R,MTSC,Electronic Technology,MERGED,0.70270882
2004-04-14,10:02:02.717,RPNJRM-R,BLK,Finance,MERGED,0.70111587
2004-04-14,10:02:02.717,LRCDBV-R,STK.XX1,Electronic Technology,MERGED,0.69814139
2004-04-14,10:02:02.717,K28PRH-R,HW,Distribution Services,MERGED,0.69519899
2004-04-14,10:02:02.717,RGZN5G-R,MHK,Consumer Durables,MERGED,0.69314857
2004-04-14,10:02:02.717,FJ4NDH-R,ROST,Retail Trade,MERGED,0.69251009
2004-04-14,10:02:02.717,PVWPB1-R,EXPD,Transportation,MERGED,0.68969003
2004-04-14,10:02:02.717,WW3PRW-R,CRVL,Finance,MERGED,0.68958751
2004-04-14,10:02:02.717,CZB1R3-R,HDLM,Distribution Services,MERGED,0.68887343
2004-04-14,10:02:02.717,D0GD48-R,PRMW,Consumer Non-Durables,MERGED,0.68867294
2004-04-14,10:02:02.717,VFT0VQ-R,BLL,Process Industries,MERGED,0.68442027
2004-04-14,10:02:02.717,W13PJG-R,FINL,Retail Trade,MERGED,0.683234
2004-04-14,10:02:02.717,MNRL1W-R,COKE,Consumer Non-Durables,MERGED,0.67986464
2004-04-14,10:02:02.717,LF4HZG-R,XTO,Energy Minerals,MERGED,0.67947634
2004-04-14,10:02:02.717,TJG6RZ-R,GLYT,Producer Manufacturing,MERGED,0.67702785
2004-04-14,10:02:02.717,RDPT1Z-R,PVAHQ,Energy Minerals,MERGED,0.67589809
2004-04-14,10:02:02.717,XQCN4R-R,MUR,Energy Minerals,MERGED,0.67461457
2004-04-14,10:02:02.717,S8ZPBT-R,TJX,Retail Trade,MERGED,0.67441779
2004-04-14,10:02:02.717,BYNP13-R,DHI,Consumer Durables,MERGED,0.67142215
2004-04-14,10:02:02.717,QF1XDJ-R,ZD,Technology Services,MERGED,0.66464581
2004-04-14,10:02:02.717,HSF35X-R,MAS,Producer Manufacturing,MERGED,0.66439
2004-04-14,10:02:02.717,RMHZV5-R,JNC,Finance,MERGED,0.66083773
2004-04-14,10:02:02.717,NHX86P-R,PBT,Miscellaneous,MERGED,0.66035107
2004-04-14,10:02:02.717,CGLRBS-R,SCG,Utilities,MERGED,0.65757729
2004-04-14,10:02:02.717,KDHCQP-R,NLOK,Technology Services,MERGED,0.65699578
2004-04-14,10:02:02.717,VS0RYZ-R,MGEE,Utilities,MERGED,0.65616611
2004-04-14,10:02:02.717,XKTZWR-R,URBN,Retail Trade,MERGED,0.6545348
2004-04-14,10:02:02.717,FJ4YZS-R,CAA,Consumer Durables,MERGED,0.65166669
2004-04-14,10:02:02.717,MQ15L1-R,DNEX,Health Technology,MERGED,0.6502067
2004-04-14,10:02:02.717,GSWHTK-R,NUS,Consumer Non-Durables,MERGED,0.64888485
2004-04-14,10:02:02.717,FBCHQC-R,BBWI,Retail Trade,MERGED,0.64877336
2004-04-14,10:02:02.717,FT8DNV-R,MMM,Producer Manufacturing,MERGED,0.64687776
2004-04-14,10:02:02.717,QKG58D-R,MEG.XX1,Consumer Services,MERGED,0.64591487
2004-04-14,10:02:02.717,SJS2RC-R,GPC,Distribution Services,MERGED,0.64489251
2004-04-14,10:02:02.717,K3G7FS-R,ZLC,Retail Trade,MERGED,0.64350103
2004-04-14,10:02:02.717,D0MCMY-R,JW.B,Consumer Services,MERGED,0.64041077
2004-04-14,10:02:02.717,LZBB5H-R,SITC,Finance,MERGED,0.64004744
2004-04-14,10:02:02.717,NCL5GV-R,TAP,Consumer Non-Durables,MERGED,0.63825382
2004-04-14,10:02:02.717,L6HSMD-R,MNIQQ,Consumer Services,MERGED,0.63600551
2004-04-14,10:02:02.717,Q1QBWL-R,WERN,Transportation,MERGED,0.63549363
2004-04-14,10:02:02.717,GY96JV-R,NOVC,Commercial Services,MERGED,0.63176808
2004-04-14,10:02:02.717,N4NDW9-R,NST,Utilities,MERGED,0.62986125
2004-04-14,10:02:02.717,C7LZYC-R,MDC,Consumer Durables,MERGED,0.62959112
2004-04-14,10:02:02.717,SKX2H6-R,LZ.XX1,Process Industries,MERGED,0.62949747
2004-04-14,10:02:02.717,C32SJS-R,BDK,Consumer Durables,MERGED,0.62940087
2004-04-14,10:02:02.717,TG4TLZ-R,YCC,Producer Manufacturing,MERGED,0.62760589
2004-04-14,10:02:02.717,PRGQ6L-R,SPGI,Commercial Services,MERGED,0.62727404
2004-04-14,10:02:02.717,SHRZF5-R,CHD,Consumer Non-Durables,MERGED,0.62419718
2004-04-14,10:02:02.717,CSMTMQ-R,WMT,Retail Trade,MERGED,0.62383074
2004-04-14,10:02:02.717,K1037B-R,APPB.XX1,Consumer Services,MERGED,0.6236632
2004-04-14,10:02:02.717,HHG653-R,MRD.XX1,Process Industries,MERGED,0.62118993
2004-04-14,10:02:02.717,MJCMS9-R,PDCE,Energy Minerals,MERGED,0.62029625
2004-04-14,10:02:02.717,HP4GBJ-R,WLSM,Consumer Durables,MERGED,0.61947721
2004-04-14,10:02:02.717,VFYPS3-R,IMO,Energy Minerals,MERGED,0.61805777
2004-04-14,10:02:02.717,SRL24C-R,ROH,Process Industries,MERGED,0.6148022
2004-04-14,10:02:02.717,KTZF10-R,CLE,Retail Trade,MERGED,0.61324287
2004-04-14,10:02:02.717,SY970M-R,HUG,Distribution Services,MERGED,0.61191493
2004-04-14,10:02:02.717,GZFZSF-R,OSK,Producer Manufacturing,MERGED,0.60944147
2004-04-14,10:02:02.717,KHX8Q2-R,DGX,Health Services,MERGED,0.60722694
2004-04-14,10:02:02.717,PY5KHK-R,CAT,Producer Manufacturing,MERGED,0.60539495
2004-04-14,10:02:02.717,FJ4J4C-R,ECL,Process Industries,MERGED,0.60483887
2004-04-14,10:02:02.717,RT78ZK-R,NHI,Finance,MERGED,0.60475853
2004-04-14,10:02:02.717,LX237L-R,BF.B,Consumer Non-Durables,MERGED,0.60420456
2004-04-14,10:02:02.717,G35F2W-R,PGI,Technology Services,MERGED,0.60358914
2004-04-14,10:02:02.717,HZ3NYM-R,MBG.XX9,Consumer Services,MERGED,0.60333828
2004-04-14,10:02:02.717,XKPF5G-R,SWN,Energy Minerals,MERGED,0.60223141
2004-04-14,10:02:02.718,C0TYB7-R,BN,Commercial Services,MERGED,0.60131928
2004-04-14,10:02:02.718,XBV8KC-R,SBR,Energy Minerals,MERGED,0.60066041
2004-04-14,10:02:02.718,F1F6W4-R,MIK.XX1,Retail Trade,MERGED,0.60026306
2004-04-14,10:02:02.718,VNMTTH-R,NKE,Consumer Non-Durables,MERGED,0.59980965
2004-04-14,10:02:02.718,MH7TCM-R,FDX,Transportation,MERGED,0.59914102
2004-04-14,10:02:02.718,BCDK9T-R,MAN,Commercial Services,MERGED,0.59825831
2004-04-14,10:02:02.718,JS6B3F-R,TGNA,Consumer Services,MERGED,0.59683624
2004-04-14,10:02:02.718,HVQ2KJ-R,SRCL,Industrial Services,MERGED,0.59516205
2004-04-14,10:02:02.718,F1DFCD-R,PHM,Consumer Durables,MERGED,0.59288656
2004-04-14,10:02:02.718,PHJ2V4-R,HAR,Consumer Durables,MERGED,0.59191303
2004-04-14,10:02:02.718,D1LNDC-R,HPOL,Commercial Services,MERGED,0.59158959
2004-04-14,10:02:02.718,X9V9H9-R,EQY,Finance,MERGED,0.59120182
2004-04-14,10:02:02.718,VTBNZC-R,SVU,Retail Trade,MERGED,0.59035337
2004-04-14,10:02:02.718,VR1F2H-R,VAR,Health Technology,MERGED,0.58984487
2004-04-14,10:02:02.718,TY1WWM-R,SYK,Health Technology,MERGED,0.58940021
2004-04-14,10:02:02.718,C4CX1F-R,KEYS.XX2,Distribution Services,MERGED,0.58794955
2004-04-14,10:02:02.718,MH3J5L-R,CHH,Consumer Services,MERGED,0.58731219
2004-04-14,10:02:02.718,BGSZCR-R,EASI.XX1,Electronic Technology,MERGED,0.58359161
2004-04-14,10:02:02.718,CHKL7S-R,LOW,Retail Trade,MERGED,0.58309296
2004-04-14,10:02:02.718,NT37R4-R,ARE,Finance,MERGED,0.58185224
2004-04-14,10:02:02.718,NL5BWG-R,PEI,Finance,MERGED,0.57911169
2004-04-14,10:02:02.718,GHPG51-R,ISCB.XX1,Consumer Services,MERGED,0.57788575
2004-04-14,10:02:02.718,RV5YKD-R,CNI,Transportation,MERGED,0.57780501
2004-04-14,10:02:02.718,G12D1V-R,BKE,Retail Trade,MERGED,0.57751786
2004-04-14,10:02:02.718,T0JL9Q-R,RRC,Energy Minerals,MERGED,0.5763114
2004-04-14,10:02:02.718,D9KK92-R,AIT,Distribution Services,MERGED,0.57570541
2004-04-14,10:02:02.718,GRMY8C-R,DHR,Health Technology,MERGED,0.57490661
2004-04-14,10:02:02.718,LQ8LX4-R,LBYYQ,Consumer Durables,MERGED,0.57476172
2004-04-14,10:02:02.718,T7CC6G-R,PRGS,Technology Services,MERGED,0.57239786
2004-04-14,10:02:02.718,BYJSMG-R,PNP,Finance,MERGED,0.57013953
2004-04-14,10:02:02.718,VJ2MHZ-R,RSE.XX1,Finance,MERGED,0.56992767
2004-04-14,10:02:02.718,DXV75Z-R,SII.XX1,Energy Minerals,MERGED,0.56855319
2004-04-14,10:02:02.718,TRD8YT-R,MSA,Consumer Durables,MERGED,0.56825485
2004-04-14,10:02:02.718,CJVSYJ-R,PIXR,Consumer Services,MERGED,0.56671915
2004-04-14,10:02:02.718,CJVKH9-R,CLX,Consumer Non-Durables,MERGED,0.56319352
2004-04-14,10:02:02.718,KSVLMB-R,FLO,Consumer Non-Durables,MERGED,0.55871499
2004-04-14,10:02:02.718,FQYW7Q-R,DVA,Health Services,MERGED,0.55550323
2004-04-14,10:02:02.718,LQDQS0-R,ANN,Retail Trade,MERGED,0.55542813
2004-04-14,10:02:02.718,J2NPSW-R,WFM,Retail Trade,MERGED,0.55494327
2004-04-14,10:02:02.718,BV8GCC-R,STJ,Health Technology,MERGED,0.55422747
2004-04-14,10:02:02.718,T2ZBST-R,BLC,Consumer Services,MERGED,0.55418584
2004-04-14,10:02:02.718,RXMZKR-R,TII.XX9,Producer Manufacturing,MERGED,0.55372768
2004-04-14,10:02:02.718,RYR8ZY-R,SCHN,Non-Energy Minerals,MERGED,0.55259617
2004-04-14,10:02:02.718,DLRTBS-R,SJT,Miscellaneous,MERGED,0.55248839
2004-04-14,10:02:02.718,TP3XRS-R,KNX,Transportation,MERGED,0.55224329
2004-04-14,10:02:02.718,XC0V5L-R,APSG.XX1,Electronic Technology,MERGED,0.5499704
2004-04-14,10:02:02.718,C8R0R7-R,TBL,Consumer Non-Durables,MERGED,0.5480361
2004-04-14,10:02:02.718,LN04J0-R,KEX,Transportation,MERGED,0.54753133
2004-04-14,10:02:02.718,CD4N6C-R,G.XX1,Consumer Durables,MERGED,0.54615727
2004-04-14,10:02:02.718,KZJPGL-R,FELE,Producer Manufacturing,MERGED,0.54573189
2004-04-14,10:02:02.718,MMMNG3-R,HGTXU,Miscellaneous,MERGED,0.5450789
2004-04-14,10:02:02.718,VDT85V-R,PH,Producer Manufacturing,MERGED,0.54393515
2004-04-14,10:02:02.718,CQJ7K5-R,MOVIQ,Retail Trade,MERGED,0.54380878
2004-04-14,10:02:02.718,MNWT3V-R,SLGN,Process Industries,MERGED,0.54147528
2004-04-14,10:02:02.718,QQ00XL-R,TEG,Utilities,MERGED,0.53987574
2004-04-14,10:02:02.718,P0Y5Z1-R,KBAL,Consumer Durables,MERGED,0.53917005
2004-04-14,10:02:02.718,RLFBNL-R,TT.XX2,Producer Manufacturing,MERGED,0.53719541
2004-04-14,10:02:02.718,RYLVJS-R,IGT.XX1,Technology Services,MERGED,0.53633999
2004-04-14,10:02:02.718,NPK7YX-R,RSG,Industrial Services,MERGED,0.53514598
2004-04-14,10:02:02.718,R95W9R-R,GHC,Consumer Services,MERGED,0.53433096
2004-04-14,10:02:02.718,HVTPFX-R,CEC,Consumer Services,MERGED,0.53432615
2004-04-14,10:02:02.718,QF1LT7-R,BGPIQ,Retail Trade,MERGED,0.53386473
2004-04-14,10:02:02.718,C5CHD4-R,IIVI,Electronic Technology,MERGED,0.53370962
2004-04-14,10:02:02.718,QHBBQM-R,SKT,Finance,MERGED,0.53330989
2004-04-14,10:02:02.718,FXJ92J-R,ISCA,Consumer Services,MERGED,0.53232027
2004-04-14,10:02:02.718,V5VGMB-R,PSD,Utilities,MERGED,0.53192312
2004-04-14,10:02:02.718,WQK4T1-R,ALD.XX1,Finance,MERGED,0.53160926
2004-04-14,10:02:02.718,SQFMK3-R,FDS,Technology Services,MERGED,0.53138993
2004-04-14,10:02:02.718,GC4MKW-R,NFX,Energy Minerals,MERGED,0.5313605
2004-04-14,10:02:02.718,LQF1C9-R,QADB,Technology Services,MERGED,0.53012578
2004-04-14,10:02:02.718,GFJPVD-R,MATW,Producer Manufacturing,MERGED,0.52988809
2004-04-14,10:02:02.718,BPQB5X-R,RYAN.XX1,Consumer Services,MERGED,0.52853577
2004-04-14,10:02:02.718,QWV5DL-R,EW,Health Technology,MERGED,0.52816484
2004-04-14,10:02:02.718,R3J43T-R,SNDK,Electronic Technology,MERGED,0.52813664
2004-04-14,10:02:02.718,T3YH93-R,PEAK,Finance,MERGED,0.52622456
2004-04-14,10:02:02.718,SW586Q-R,DHC,Finance,MERGED,0.52594208
2004-04-14,10:02:02.718,WGRTJK-R,SXI,Producer Manufacturing,MERGED,0.52536671
2004-04-14,10:02:02.718,L32348-R,APU,Distribution Services,MERGED,0.52535749
2004-04-14,10:02:02.718,K4KVG8-R,KMP,Industrial Services,MERGED,0.52316043
2004-04-14,10:02:02.718,M3WV29-R,SRT,Commercial Services,MERGED,0.52259728
2004-04-14,10:02:02.718,DRBC9M-R,GWW,Distribution Services,MERGED,0.52087921
2004-04-14,10:02:02.718,PKZ83M-R,INTL.XX1,Communications,MERGED,0.52004405
2004-04-14,10:02:02.718,T6CPQP-R,ODFL,Transportation,MERGED,0.51943023
2004-04-14,10:02:02.718,GSWXLY-R,CWT,Utilities,MERGED,0.51918373
2004-04-14,10:02:02.718,J861LP-R,OMM,Transportation,MERGED,0.51825742
2004-04-14,10:02:02.718,FBBBH8-R,CEG.XX3,Utilities,MERGED,0.51809178
2004-04-14,10:02:02.718,G90X76-R,ASCA.XX1,Consumer Services,MERGED,0.51805391
2004-04-14,10:02:02.718,CTWW7H-R,WPSL,Finance,MERGED,0.51800053
2004-04-14,10:02:02.718,JFW9S3-R,EQT,Energy Minerals,MERGED,0.51666937
2004-04-14,10:02:02.719,G6QL68-R,GTY,Finance,MERGED,0.51634418
2004-04-14,10:02:02.719,WCBS91-R,SCCO,Non-Energy Minerals,MERGED,0.51590199
2004-04-14,10:02:02.719,GYG61J-R,JW.A,Consumer Services,MERGED,0.5136027
2004-04-14,10:02:02.719,VTBLV9-R,MCD,Consumer Services,MERGED,0.51192469
2004-04-14,10:02:02.719,K38HHD-R,MAR,Consumer Services,MERGED,0.51109562
2004-04-14,10:02:02.719,PJPRSK-R,CTB,Consumer Durables,MERGED,0.51055397
2004-04-14,10:02:02.719,LKPWM4-R,SWK,Consumer Durables,MERGED,0.51053597
2004-04-14,10:02:02.719,CY6BJJ-R,CHTT,Health Technology,MERGED,0.50822951
2004-04-14,10:02:02.719,SJX5K6-R,KDN,Producer Manufacturing,MERGED,0.50591937
2004-04-14,10:02:02.719,KB2M4J-R,PVR,Industrial Services,MERGED,0.50584461
2004-04-14,10:02:02.719,R5RD6T-R,GPS,Retail Trade,MERGED,0.50540696
2004-04-14,10:02:02.719,HLW58K-R,IPAR,Consumer Non-Durables,MERGED,0.50511226
2004-04-14,10:02:02.719,JDQ0K1-R,AZO,Retail Trade,MERGED,0.50434212
2004-04-14,10:02:02.719,NWCQ48-R,WEN.XX9,Consumer Services,MERGED,0.50296168
2004-04-14,10:02:02.719,PVX57H-R,DLM,Consumer Non-Durables,MERGED,0.50164244
2004-04-14,10:02:02.719,WYJRYB-R,CARS.XX3,Finance,MERGED,0.49850891
2004-04-14,10:02:02.719,PF829F-R,NMG.B,Retail Trade,MERGED,0.49810454
2004-04-14,10:02:02.719,J994MP-R,TGT,Retail Trade,MERGED,0.49676026
2004-04-14,10:02:02.719,NV2X6X-R,NMG.A,Retail Trade,MERGED,0.49633325
2004-04-14,10:02:02.719,D3WC7Q-R,ARRO,Health Technology,MERGED,0.49605933
2004-04-14,10:02:02.719,HD2T24-R,PAS,Consumer Non-Durables,MERGED,0.49495037
2004-04-14,10:02:02.719,CJVJF8-R,CIR,Producer Manufacturing,MERGED,0.49484342
2004-04-14,10:02:02.719,GV1LNF-R,CNR,Producer Manufacturing,MERGED,0.49083893
2004-04-14,10:02:02.719,QLL1T4-R,ABM,Commercial Services,MERGED,0.49073419
2004-04-14,10:02:02.719,Q402SZ-R,PTRY,Retail Trade,MERGED,0.49072899
2004-04-14,10:02:02.719,GJYHMP-R,CRDN,Producer Manufacturing,MERGED,0.48435611
2004-04-14,10:02:02.719,XKPRTS-R,TSY.XX1,Finance,MERGED,0.48388183
2004-04-14,10:02:02.719,MS963R-R,EE,Utilities,MERGED,0.48357094
2004-04-14,10:02:02.719,JT71M6-R,AMG,Finance,MERGED,0.48335694
2004-04-14,10:02:02.719,CN7T72-R,ANSS,Technology Services,MERGED,0.48322703
2004-04-14,10:02:02.719,V1C1QH-R,TRK,Consumer Services,MERGED,0.48199822
2004-04-14,10:02:02.719,KNBF8S-R,WRC.XX1,Energy Minerals,MERGED,0.48165736
2004-04-14,10:02:02.719,FPP9SL-R,JWN,Retail Trade,MERGED,0.48142748
2004-04-14,10:02:02.719,MVKZ35-R,ES,Utilities,MERGED,0.4785023
2004-04-14,10:02:02.719,HP58X9-R,AAP,Retail Trade,MERGED,0.47769686
2004-04-14,10:02:02.719,GYGJPV-R,SEM.XX9,Health Services,MERGED,0.47751938
2004-04-14,10:02:02.719,KDCD3Y-R,NSC,Transportation,MERGED,0.47678252
2004-04-14,10:02:02.719,G6QSLG-R,BF.A,Consumer Non-Durables,MERGED,0.47658267
2004-04-14,10:02:02.719,BL60QB-R,ACMR.XX1,Retail Trade,MERGED,0.47416317
2004-04-14,10:02:02.719,JDQZCY-R,VAL.XX1,Process Industries,MERGED,0.47323202
2004-04-14,10:02:02.719,LHKN8Z-R,NOC,Electronic Technology,MERGED,0.47284547
2004-04-14,10:02:02.719,W4F0PH-R,LCAV,Health Services,MERGED,0.46934329
2004-04-14,10:02:02.719,TLPRD7-R,NWN,Utilities,MERGED,0.4687604
2004-04-14,10:02:02.719,BZPTB8-R,WSM,Retail Trade,MERGED,0.46826402
2004-04-14,10:02:02.719,V2MTKT-R,CAKE,Consumer Services,MERGED,0.4676366
2004-04-14,10:02:02.719,L8N68Q-R,WSO,Producer Manufacturing,MERGED,0.46730652
2004-04-14,10:02:02.719,BRWKF0-R,TSCO,Retail Trade,MERGED,0.46642586
2004-04-14,10:02:02.719,Q1K2VN-R,CHS,Retail Trade,MERGED,0.46308794
2004-04-14,10:02:02.719,JJ81D9-R,R,Finance,MERGED,0.46256666
2004-04-14,10:02:02.719,VDPDV7-R,KIM,Finance,MERGED,0.46082207
2004-04-14,10:02:02.719,HTP7VN-R,RRX,Producer Manufacturing,MERGED,0.45979281
2004-04-14,10:02:02.719,BL5JSW-R,BEZ,Producer Manufacturing,MERGED,0.45940357
2004-04-14,10:02:02.719,G25H2V-R,CNW,Transportation,MERGED,0.45831032
2004-04-14,10:02:02.719,N4HYC3-R,BPO,Finance,MERGED,0.45810293
2004-04-14,10:02:02.719,FK4BY9-R,ASPT.XX1,Technology Services,MERGED,0.45804844
2004-04-14,10:02:02.719,CHK9QJ-R,JBHT,Transportation,MERGED,0.45630725
2004-04-14,10:02:02.719,LQ7KY5-R,HRB,Consumer Services,MERGED,0.45596644
2004-04-14,10:02:02.719,V1HLCR-R,LIN.XX1,Retail Trade,MERGED,0.45544481
2004-04-14,10:02:02.719,DCYMKL-R,OUTR,Producer Manufacturing,MERGED,0.45520993
2004-04-14,10:02:02.719,RRXTTL-R,ITW,Producer Manufacturing,MERGED,0.45505451
2004-04-14,10:02:02.719,SQGF1V-R,AAIC,Finance,MERGED,0.45373062
2004-04-14,10:02:02.719,BV3Q9X-R,PNRA,Retail Trade,MERGED,0.45371772
2004-04-14,10:02:02.719,Q67WYH-R,ROCK,Producer Manufacturing,MERGED,0.45322297
2004-04-14,10:02:02.719,DBNVQ8-R,MMS,Commercial Services,MERGED,0.45155606
2004-04-14,10:02:02.719,D2QWLF-R,HYSL,Technology Services,MERGED,0.45064215
2004-04-14,10:02:02.719,MXV1RY-R,CUB,Electronic Technology,MERGED,0.44913793
2004-04-14,10:02:02.719,VDT2VP-R,BIG,Retail Trade,MERGED,0.4471012
2004-04-14,10:02:02.719,TWTFJJ-R,BC,Consumer Durables,MERGED,0.4454109
2004-04-14,10:02:02.719,C8XJ7D-R,PNW,Utilities,MERGED,0.44425572
2004-04-14,10:02:02.719,W6N4JC-R,DTE,Utilities,MERGED,0.44423956
2004-04-14,10:02:02.719,M9FD89-R,NEV.XX1,Energy Minerals,MERGED,0.44408478
2004-04-14,10:02:02.719,T6BX6Y-R,SKO,Retail Trade,MERGED,0.44383367
2004-04-14,10:02:02.719,WM5QN1-R,HAE,Health Technology,MERGED,0.44288696
2004-04-14,10:02:02.719,X0RZZ9-R,MAY.XX9,Retail Trade,MERGED,0.44285314
2004-04-14,10:02:02.719,JWMGK1-R,RESP.XX1,Health Technology,MERGED,0.44242422
2004-04-14,10:02:02.719,B6V0BZ-R,POOL,Distribution Services,MERGED,0.44087072
2004-04-14,10:02:02.719,V3QSBP-R,AROPQ,Retail Trade,MERGED,0.43928295
2004-04-14,10:02:02.719,TSCB80-R,FBNIQ,Consumer Durables,MERGED,0.43885911
2004-04-14,10:02:02.719,SFHN95-R,TRI,Technology Services,MERGED,0.43843014
2004-04-14,10:02:02.719,F81X55-R,ECPG,Finance,MERGED,0.4363927
2004-04-14,10:02:02.719,RT7HCR-R,TYL,Technology Services,MERGED,0.43481486
2004-04-14,10:02:02.719,Q8J4YF-R,TNB,Producer Manufacturing,MERGED,0.43344218
2004-04-14,10:02:02.719,QH6KJ2-R,WOLF,Electronic Technology,MERGED,0.43145494
2004-04-14,10:02:02.719,T2YF0Y-R,CEPH,Health Technology,MERGED,0.43064113
2004-04-14,10:02:02.719,BK5XD4-R,HNR,Energy Minerals,MERGED,0.42864076
2004-04-14,10:02:02.719,BV95R1-R,PRDO,Consumer Services,MERGED,0.42813264
2004-04-14,10:02:02.719,C7M7DL-R,LH,Health Services,MERGED,0.42685847
2004-04-14,10:02:02.719,V3RT9N-R,SPCBQ,Producer Manufacturing,MERGED,0.42679709
2004-04-14,10:02:02.720,H7HT7W-R,TPC,Industrial Services,MERGED,0.42667103
2004-04-14,10:02:02.720,FPVVBS-R,HNZ,Consumer Non-Durables,MERGED,0.42576492
2004-04-14,10:02:02.720,Q1LDBW-R,SSP,Consumer Services,MERGED,0.42515096
2004-04-14,10:02:02.720,FJ0T1W-R,KOMG,Electronic Technology,MERGED,0.42373841
2004-04-14,10:02:02.720,TBR1WQ-R,LPNT,Health Services,MERGED,0.42317861
2004-04-14,10:02:02.720,PM2QVZ-R,PII,Consumer Durables,MERGED,0.42264265
2004-04-14,10:02:02.720,FLF3SM-R,ARG,Distribution Services,MERGED,0.42136222
2004-04-14,10:02:02.720,NFMPMG-R,IDXX,Health Technology,MERGED,0.42114915
2004-04-14,10:02:02.720,GN6RRQ-R,TXT,Electronic Technology,MERGED,0.41991425
2004-04-14,10:02:02.720,VK7P8T-R,ETD,Consumer Durables,MERGED,0.41975778
2004-04-14,10:02:02.720,XBZT6M-R,FCFS,Finance,MERGED,0.419698
2004-04-14,10:02:02.720,QXSZ7K-R,USG,Non-Energy Minerals,MERGED,0.41192922
2004-04-14,10:02:02.720,N3CXK7-R,NDSN,Producer Manufacturing,MERGED,0.41066221
2004-04-14,10:02:02.720,DR9KSW-R,PETM,Retail Trade,MERGED,0.41043997
2004-04-14,10:02:02.720,GRS9LG-R,DRI,Consumer Services,MERGED,0.4097735
2004-04-14,10:02:02.720,PJNRWM-R,GIB,Technology Services,MERGED,0.40750856
2004-04-14,10:02:02.720,H8NQRL-R,LNCE,Consumer Non-Durables,MERGED,0.40449729
2004-04-14,10:02:02.720,D9JH82-R,WCC,Distribution Services,MERGED,0.40446644
2004-04-14,10:02:02.720,WGS79Y-R,CACI,Technology Services,MERGED,0.40383275
2004-04-14,10:02:02.720,BXKWLD-R,BNI,Transportation,MERGED,0.40281315
2004-04-14,10:02:02.720,DQ17SZ-R,FARO,Electronic Technology,MERGED,0.40164524
2004-04-14,10:02:02.720,CGGG4R-R,NEM,Non-Energy Minerals,MERGED,0.40133218
2004-04-14,10:02:02.720,SJY3B2-R,ACO,Non-Energy Minerals,MERGED,0.39769351
2004-04-14,10:02:02.720,FV848P-R,PENG,Energy Minerals,MERGED,0.39647629
2004-04-14,10:02:02.720,VNRDMV-R,TROW,Finance,MERGED,0.39565641
2004-04-14,10:02:02.720,J9FK0T-R,WOR,Non-Energy Minerals,MERGED,0.39505046
2004-04-14,10:02:02.720,LX1ND5-R,SHFL,Producer Manufacturing,MERGED,0.39303646
2004-04-14,10:02:02.720,H67MJ3-R,HIBB,Retail Trade,MERGED,0.39250641
2004-04-14,10:02:02.720,B1C27H-R,NEU,Process Industries,MERGED,0.39190776
2004-04-14,10:02:02.720,GTX9GD-R,MCS,Consumer Services,MERGED,0.39114638
2004-04-14,10:02:02.720,PY97J0-R,BRSWQ,Transportation,MERGED,0.39035732
2004-04-14,10:02:02.720,BK2FRW-R,ABC,Distribution Services,MERGED,0.38990389
2004-04-14,10:02:02.720,B29MM7-R,GK.XX3,Commercial Services,MERGED,0.38854264
2004-04-14,10:02:02.720,NZMV05-R,EIX,Utilities,MERGED,0.38828588
2004-04-14,10:02:02.720,NL8N5K-R,PETC,Retail Trade,MERGED,0.38627208
2004-04-14,10:02:02.720,SYFH4M-R,SFD,Consumer Non-Durables,MERGED,0.38595141
2004-04-14,10:02:02.720,MYZ7WZ-R,FL,Retail Trade,MERGED,0.3856003
2004-04-14,10:02:02.720,V19VFC-R,BBX.XX2,Finance,MERGED,0.38366975
2004-04-14,10:02:02.720,QMX32N-R,ALE,Utilities,MERGED,0.38344858
2004-04-14,10:02:02.720,F82H8Q-R,ZBRA,Electronic Technology,MERGED,0.38230451
2004-04-14,10:02:02.720,C1XRTZ-R,KMI.XX1,Industrial Services,MERGED,0.38179711
2004-04-14,10:02:02.720,MFY5WH-R,SGMS,Consumer Services,MERGED,0.3795733
2004-04-14,10:02:02.720,N834FG-R,CRRTQ,Non-Energy Minerals,MERGED,0.37926347
2004-04-14,10:02:02.720,PN6Y00-R,MO,Consumer Non-Durables,MERGED,0.37868515
2004-04-14,10:02:02.720,D9JX1G-R,WGO,Consumer Durables,MERGED,0.37862043
2004-04-14,10:02:02.720,PC3RV6-R,EDMC.XX1,Consumer Services,MERGED,0.37687356
2004-04-14,10:02:02.720,C23CJ7-R,AOT,Health Technology,MERGED,0.37423475
2004-04-14,10:02:02.720,D3ZZ43-R,EFD.XX9,Technology Services,MERGED,0.37260165
2004-04-14,10:02:02.720,JBKVBY-R,VITL.XX1,Health Technology,MERGED,0.37246958
2004-04-14,10:02:02.720,CYB1M0-R,AMGN,Health Technology,MERGED,0.37154839
2004-04-14,10:02:02.720,DSBCFQ-R,EVHC,Health Services,MERGED,0.37110801
2004-04-14,10:02:02.720,L1T3SP-R,RMK,Consumer Services,MERGED,0.3709138
