symbol,sector,score,date,close,return_rate
APA,Energy Minerals,0.9073344078111044,2004-02-25,40.0099983215332,0.019177936689543196
ROST,Retail Trade,0.890755467170076,2004-02-25,8.017499923706055,0.01698150885463773
MATX,Transportation,0.8682156567292828,2004-02-25,16.115995407104492,-0.0002974908550011537
AXL,Producer Manufacturing,0.8639378167790455,2004-02-25,38.0099983215332,0.0005262274612593233
BRO,Finance,0.8538386052585076,2004-02-25,9.082500457763672,-0.013940318895280308
HUBB,Producer Manufacturing,0.8433408361120861,2004-02-25,39.970001220703125,0.013602247634494436
GFF,Producer Manufacturing,0.8382739459731676,2004-02-25,22.219999313354492,-0.02137220478767854
SM,Energy Minerals,0.8281932931509846,2004-02-25,15.194999694824219,0.01291620518258543
JBHT,Transportation,0.8203713349824084,2004-02-25,13.15999984741211,0.009543878622895435
CRK,Energy Minerals,0.8147350371465026,2004-02-25,95.30000305175781,0.05002388864929738
HGTXU,Miscellaneous,0.8114052373190479,2004-02-25,19.540000915527344,-0.01574033288217275
COKE,Consumer Non-Durables,0.8088111708163803,2004-02-25,52.0,-0.005370146825260599
TTC,Producer Manufacturing,0.8020746799967278,2004-02-25,6.724999904632568,0.023508370182101022
HTLD,Transportation,0.8016915966820415,2004-02-25,11.050000190734863,0.008634479141708956
SSP,Consumer Services,0.7923215483324089,2004-02-25,130.42147827148438,-0.009951255236844658
MGEE,Utilities,0.791681730775005,2004-02-25,21.03333282470703,0.00955424965805336
DLX,Commercial Services,0.7902965612324697,2004-02-25,38.97999954223633,0.00514406399900333
PCAR,Producer Manufacturing,0.7897856638829892,2004-02-25,23.906667709350586,-0.0011147465118283924
LII,Producer Manufacturing,0.7838474157985466,2004-02-25,18.68000030517578,0.007522839618827456
ESE,Electronic Technology,0.7824581298256793,2004-02-25,23.0,0.005231086097334672
CAA,Consumer Durables,0.7771744126837455,2004-02-25,123.57499694824219,0.012417412654300897
RCI,Health Services,0.7758963293466835,2004-02-25,9.220000267028809,-0.015604244925507656
NJR,Utilities,0.773120042630714,2004-02-25,12.816666603088379,-0.0064808794733806786
SR,Utilities,0.7668828336341985,2004-02-25,30.850000381469727,0.0071568692710866485
SSD,Producer Manufacturing,0.7650304207207351,2004-02-25,23.334999084472656,0.034219308052242756
ESRX,Retail Trade,0.7620323684486668,2004-02-25,8.8774995803833,0.06080937132582879
MSA,Consumer Durables,0.7485954622273134,2004-02-25,24.739999771118164,0.012609459951358539
AOS,Producer Manufacturing,0.7355744935524029,2004-02-25,5.093332767486572,-0.009444940427225691
NL,Producer Manufacturing,0.7338602896318385,2004-02-25,15.0600004196167,0.02283511879346772
SJT,Miscellaneous,0.7332612224284396,2004-02-25,19.530000686645508,0.0025635053318602136
MIDD,Producer Manufacturing,0.7329809092439071,2004-02-25,6.929999828338623,0.02139124019232295
AWR,Utilities,0.7265315168182289,2004-02-25,12.3149995803833,0.002846096524895885
BYD,Consumer Services,0.7240015250986717,2004-02-25,19.899999618530273,-0.0025094690173372795
ED,Utilities,0.718499456454291,2004-02-25,43.5099983215332,-0.0032125590867322193
IFF,Consumer Non-Durables,0.7119419826258979,2004-02-25,36.560001373291016,-0.00027343966770045
DHI,Consumer Durables,0.706933023261157,2004-02-25,22.844999313354492,0.0148836715168795
CHH,Consumer Services,0.6873553161841445,2004-02-25,21.770000457763672,0.003220600568812723
SWN,Energy Minerals,0.6872673091021706,2004-02-25,2.643749952316284,-0.005187496223752342
FCFS,Finance,0.6765542463711586,2004-02-25,10.986666679382324,0.020227411013888575
SHW,Process Industries,0.6752033981708634,2004-02-25,11.550000190734863,-0.0037447590987298336
JOE,Finance,0.6696917354364498,2004-02-25,40.09000015258789,0.007008758952191766
AEE,Utilities,0.6659952075753233,2004-02-25,46.34000015258789,0.002592891040073475
INGR,Process Industries,0.6654229646563214,2004-02-25,18.670000076293945,0.007796811050084699
MTH,Consumer Durables,0.665340350549334,2004-02-25,35.54499816894531,0.013310800127555117
AAIC,Finance,0.662047260425376,2004-02-25,538.0,0.009337135995939917
SYK,Health Technology,0.6602322683946213,2004-02-25,44.560001373291016,-0.0024654679353770877
FICO,Technology Services,0.6543304976160845,2004-02-25,38.813331604003906,-0.006335174952755656
NKE,Consumer Non-Durables,0.6479658159096976,2004-02-25,9.296250343322754,0.001480194130685027
GGG,Producer Manufacturing,0.9558260931277288,2004-03-10,8.848889350891113,-0.02308657075130089
SU,Energy Minerals,0.942920641023318,2004-03-10,13.46500015258789,-0.03610236247106893
BLL,Process Industries,0.9265431183420968,2004-03-10,8.258749961853027,-0.0028716476890533397
APA,Energy Minerals,0.9095917206706452,2004-03-10,41.04999923706055,-0.020733640983310216
CWT,Utilities,0.8975244420133648,2004-03-10,14.649999618530273,-0.023276495144847077
AXL,Producer Manufacturing,0.8695688382530348,2004-03-10,36.0099983215332,-0.01898014479941273
ROST,Retail Trade,0.8693150827577191,2004-03-10,7.125,-0.018770134208413645
BRO,Finance,0.8586715770411929,2004-03-10,9.430000305175781,-0.00713252125385767
SHW,Process Industries,0.8312265102607409,2004-03-10,11.383333206176758,-0.01856746804559731
GFF,Producer Manufacturing,0.8311008413600918,2004-03-10,21.90999984741211,-0.024792761904653734
COKE,Consumer Non-Durables,0.8193434898373965,2004-03-10,51.900001525878906,-0.010541529816132673
MATX,Transportation,0.8145705555169606,2004-03-10,15.837884902954102,-0.012037408938053168
CRK,Energy Minerals,0.8124853651520402,2004-03-10,97.5999984741211,-0.02629068040905762
ESRX,Retail Trade,0.8048456253097805,2004-03-10,9.244999885559082,-0.007945688006223391
TTC,Producer Manufacturing,0.803109584808511,2004-03-10,6.963749885559082,-0.003941266690966852
DLX,Commercial Services,0.801545178932451,2004-03-10,39.25,-0.010139542336143885
PCAR,Producer Manufacturing,0.797529317172881,2004-03-10,22.551111221313477,-0.04583893497927262
MGEE,Utilities,0.7968559709661349,2004-03-10,20.246667861938477,-0.013084804130474035
SSP,Consumer Services,0.7942837849118709,2004-03-10,129.64950561523438,-0.011229204334252183
RCI,Health Services,0.7904656567686361,2004-03-10,9.399999618530273,-0.017923524881994436
HTLD,Transportation,0.7890849601701811,2004-03-10,11.225000381469727,0.003122982787682524
KBH,Consumer Durables,0.7839943211116893,2004-03-10,38.23500061035156,-0.02339360391451673
CBRL,Consumer Services,0.782063250821353,2004-03-10,38.95000076293945,-0.009708841095480779
NJR,Utilities,0.7813939363084078,2004-03-10,12.703332901000977,-0.006277807172243979
LII,Producer Manufacturing,0.7768075527033744,2004-03-10,19.0,-0.0005261893739727801
CAA,Consumer Durables,0.7766181507134791,2004-03-10,137.64999389648438,-0.022271079772017168
SR,Utilities,0.7728018754806247,2004-03-10,30.700000762939453,-0.0019524726337359947
FDX,Transportation,0.7684068950144191,2004-03-10,66.19999694824219,-0.03488303368313513
MSA,Consumer Durables,0.7589765113982311,2004-03-10,24.31999969482422,-0.01550422997254813
SM,Energy Minerals,0.7547745165037925,2004-03-10,16.665000915527344,-0.0047889896677779705
NKE,Consumer Non-Durables,0.7513538385824658,2004-03-10,9.581250190734863,-0.00013048249828693698
ESE,Electronic Technology,0.7491529451699617,2004-03-10,22.315000534057617,-0.020404304382621034
AOS,Producer Manufacturing,0.7472154044533826,2004-03-10,5.135000228881836,-0.012258068255812883
SSD,Producer Manufacturing,0.7470005094870859,2004-03-10,22.764999389648438,-0.008964744832080419
NL,Producer Manufacturing,0.738277901287206,2004-03-10,14.5,-0.01844947810956029
HGTXU,Miscellaneous,0.7365536920011225,2004-03-10,20.209999084472656,-0.011316305348747953
MIDD,Producer Manufacturing,0.734760026145627,2004-03-10,6.933332920074463,-0.025396058375321887
HSIC,Distribution Services,0.7310998388284048,2004-03-10,14.16862678527832,0.00027674507179457187
AWR,Utilities,0.7287909779036787,2004-03-10,12.270000457763672,-0.015366220390489764
ED,Utilities,0.7226412762288281,2004-03-10,44.33000183105469,-0.0029281978818399275
IFF,Consumer Non-Durables,0.7186420329996295,2004-03-10,37.619998931884766,-0.011102466264013778
DHI,Consumer Durables,0.7084096685695738,2004-03-10,25.40999984741211,-0.032237454229842644
CHH,Consumer Services,0.6965800903686259,2004-03-10,22.21500015258789,-0.004267241249844154
INGR,Process Industries,0.6910793838784786,2004-03-10,19.299999237060547,0.0038935211462114926
SJT,Miscellaneous,0.6865619510822301,2004-03-10,19.56999969482422,-0.017726490172546145
CAT,Producer Manufacturing,0.6819814686672327,2004-03-10,36.755001068115234,-0.038561235698309416
MTH,Consumer Durables,0.6785330988696925,2004-03-10,37.060001373291016,-0.016989193654647308
JOE,Finance,0.6765034294462637,2004-03-10,40.400001525878906,-0.01887996856996879
FCFS,Finance,0.6744683987516966,2004-03-10,11.40999984741211,-0.036430230448382506
AAIC,Finance,0.6738887228969983,2004-03-10,536.4000244140625,-0.017372388986664995
TJX,Retail Trade,0.6731140064867348,2004-03-10,5.980000019073486,-0.0016708027646136
SYK,Health Technology,0.6701917884894121,2004-03-10,45.369998931884766,-0.011505118511657104
GGG,Producer Manufacturing,0.9542269428794912,2004-03-24,8.968889236450195,-0.002474563088952355
INT,Distribution Services,0.9379340435245528,2004-03-24,8.460000038146973,-0.0005908554836083381
SU,Energy Minerals,0.9323091916838272,2004-03-24,13.255000114440918,-0.01979525609829602
SHW,Process Industries,0.9289620675621324,2004-03-24,11.643333435058594,0.007759787670482613
ROST,Retail Trade,0.8678108836836091,2004-03-24,7.275000095367432,0.020834100011767113
AXL,Producer Manufacturing,0.8623615145350016,2004-03-24,34.099998474121094,-0.018018585408360818
JOE,Finance,0.8343681166425754,2004-03-24,39.4900016784668,0.004823018340150194
ARLP,Energy Minerals,0.8340584589129956,2004-03-24,9.71500015258789,0.010866911279197658
MATX,Transportation,0.8205801855905732,2004-03-24,15.200149536132812,-0.014406800455712424
GFF,Producer Manufacturing,0.8196901728487285,2004-03-24,21.0,-0.02026938600264964
BLL,Process Industries,0.8116497232106628,2004-03-24,8.141249656677246,0.006933190960396222
CBRL,Consumer Services,0.7992843705027386,2004-03-24,37.900001525878906,-0.000527476750475669
NJR,Utilities,0.7966139178108576,2004-03-24,12.319999694824219,-0.0037807578928706685
ESRX,Retail Trade,0.7899790778614477,2004-03-24,9.123749732971191,-0.00013702495229094317
KBH,Consumer Durables,0.789281352626003,2004-03-24,38.900001525878906,-0.0006424082697402914
SM,Energy Minerals,0.7878948144757398,2004-03-24,16.06999969482422,-0.023371362831660154
CAA,Consumer Durables,0.7812224161065534,2004-03-24,138.52499389648438,-0.005399581390734266
SR,Utilities,0.7790718205798348,2004-03-24,30.0,-0.008298802814695066
INGR,Process Industries,0.7787196007346197,2004-03-24,18.969999313354492,-0.005519869416813014
RCI,Health Services,0.7780182766525126,2004-03-24,8.710000038146973,-0.0091429121131839
MGEE,Utilities,0.7777902267644172,2004-03-24,20.0,-0.011928559556882604
HTLD,Transportation,0.7769357227916528,2004-03-24,11.100000381469727,0.024163504175890266
LII,Producer Manufacturing,0.7676598749838734,2004-03-24,18.190000534057617,-0.035640912241152865
PRMW,Consumer Non-Durables,0.7663560735000455,2004-03-24,28.309999465942383,0.005667739224803173
JEF,Finance,0.7610897712259728,2004-03-24,15.31374454498291,0.010774238414308912
TTC,Producer Manufacturing,0.760657145624227,2004-03-24,7.300000190734863,-0.012084209199724054
AOS,Producer Manufacturing,0.7602688633011871,2004-03-24,4.8333330154418945,-0.007557618607561986
NKE,Consumer Non-Durables,0.7470445443989657,2004-03-24,9.574999809265137,0.003924078539218894
UBA,Finance,0.7411224143460022,2004-03-24,16.1200008392334,-0.017220522429697172
HSC,Industrial Services,0.7400983079866145,2004-03-24,21.594999313354492,-0.016760800334488804
NUS,Consumer Non-Durables,0.7400239037859698,2004-03-24,19.030000686645508,-0.04771350762489075
MIDD,Producer Manufacturing,0.7376523006176916,2004-03-24,6.6666669845581055,-0.03536717808119314
ESE,Electronic Technology,0.7321146012687779,2004-03-24,21.989999771118164,-0.006346321981855829
SSD,Producer Manufacturing,0.7269115017280945,2004-03-24,22.889999389648438,-0.005446043449551035
APA,Energy Minerals,0.726178412467714,2004-03-24,40.5,-0.04064420817321761
HSIC,Distribution Services,0.7189069350061369,2004-03-24,13.643136978149414,0.006633014180935358
AWR,Utilities,0.7146343459032338,2004-03-24,12.274999618530273,0.002038705612884375
ED,Utilities,0.7140234550142968,2004-03-24,43.95000076293945,-0.000682333227718881
SJT,Miscellaneous,0.7100675343416504,2004-03-24,20.049999237060547,-0.021707835379657297
DHI,Consumer Durables,0.7091713466310932,2004-03-24,25.31999969482422,-0.011193041813392413
CAT,Producer Manufacturing,0.6984537177380865,2004-03-24,38.165000915527344,0.00630838412155986
NL,Producer Manufacturing,0.6899507932554191,2004-03-24,12.970000267028809,-0.01757779622617316
CHH,Consumer Services,0.6816737639265349,2004-03-24,21.80500030517578,0.003215422768146396
SRCL,Industrial Services,0.6797395450739342,2004-03-24,23.489999771118164,0.018909052583691133
HUBB,Producer Manufacturing,0.6790767241947947,2004-03-24,38.81999969482422,-0.00565121511633803
TJX,Retail Trade,0.6757052237799726,2004-03-24,5.909999847412109,0.008069639292283746
SYNT,Technology Services,0.6709956105882343,2004-03-24,12.359999656677246,-0.00805809216823935
HGTXU,Miscellaneous,0.6679193727377627,2004-03-24,20.190000534057617,-0.02880355993832023
AEE,Utilities,0.6653612145077918,2004-03-24,45.970001220703125,-0.00021747300684386723
OSK,Producer Manufacturing,0.6629057701105228,2004-03-24,26.604999542236328,-0.008235166115714562
SHW,Process Industries,0.9484413703941128,2004-04-07,12.539999961853027,-0.015037844447123116
INT,Distribution Services,0.9374423390111302,2004-04-07,10.024999618530273,0.0044988906855208425
WWW,Consumer Non-Durables,0.926180295155237,2004-04-07,8.313332557678223,-0.009577193786623264
AME,Producer Manufacturing,0.9092059184514392,2004-04-07,7.884444236755371,-0.0030018622479477766
MFA,Finance,0.8882745907623985,2004-04-07,38.400001525878906,-0.01652928566578902
MGEE,Utilities,0.8866614117070939,2004-04-07,21.246667861938477,0.009774645194823583
STAR,Consumer Services,0.8777881408846258,2004-04-07,39.54999923706055,-0.0025253116414030888
PCAR,Producer Manufacturing,0.8774432871943764,2004-04-07,25.959999084472656,-0.007164887215499533
NJR,Utilities,0.8764220285180808,2004-04-07,12.773332595825195,-0.002085579130295141
SRE,Utilities,0.8743174437183661,2004-04-07,32.189998626708984,0.0027998200478768463
JCI,Producer Manufacturing,0.8724732311352903,2004-04-07,59.5687141418457,-0.01972724599613192
GFF,Producer Manufacturing,0.8536514897747737,2004-04-07,22.559999465942383,0.001330618035996359
HUBB,Producer Manufacturing,0.8527271734158881,2004-04-07,43.16999816894531,-0.00023166500178222035
DLX,Commercial Services,0.8526793631359469,2004-04-07,40.93000030517578,-0.006574976913075217
ENB,Industrial Services,0.850601607339786,2004-04-07,10.3125,0.004616667743945488
HSY,Consumer Non-Durables,0.8405201478613256,2004-04-07,41.69499969482422,-0.007526435007600609
PENN,Consumer Services,0.8177899489851777,2004-04-07,3.1901419162750244,-0.004243464525034652
INGR,Process Industries,0.8117270742313939,2004-04-07,20.53499984741211,0.0014620220621069525
NXGN,Technology Services,0.8103513562574889,2004-04-07,6.096250057220459,0.026806819007856673
UVV,Consumer Non-Durables,0.8072622434582125,2004-04-07,52.29999923706055,-0.0030546005036900265
CAT,Producer Manufacturing,0.8037681489014284,2004-04-07,41.04999923706055,-0.009817728425052527
AVID,Technology Services,0.7941370756563372,2004-04-07,45.79999923706055,0.0021857598673960484
HSC,Industrial Services,0.7937444800893718,2004-04-07,23.170000076293945,-0.011158923807630691
BMS,Process Industries,0.7933048612211772,2004-04-07,26.459999084472656,0.0022701283837206973
TTC,Producer Manufacturing,0.7928931333705144,2004-04-07,7.625,-0.022370864129065138
IFF,Consumer Non-Durables,0.7919089868155406,2004-04-07,35.2400016784668,-0.01855548930025411
CACH,Retail Trade,0.7915285142700829,2004-04-07,18.501283645629883,0.00154087710452754
LII,Producer Manufacturing,0.7911337278687981,2004-04-07,18.75,-0.016398117789823852
ARLP,Energy Minerals,0.7854576013158787,2004-04-07,9.797499656677246,0.0227105826103064
NKE,Consumer Non-Durables,0.785157237469843,2004-04-07,9.59375,-0.008304178928363182
KBH,Consumer Durables,0.7850856017602674,2004-04-07,37.90999984741211,-0.0070969007874414555
CBRL,Consumer Services,0.7847714282939031,2004-04-07,40.90999984741211,0.007606499187001811
MATX,Transportation,0.7808692055001187,2004-04-07,16.36054039001465,-0.0029264749100442293
RCI,Health Services,0.7751299293488787,2004-04-07,9.869999885559082,0.0025361026361853506
AN,Retail Trade,0.7734302073018015,2004-04-07,17.440000534057617,-0.007995438813813158
MGRC,Finance,0.7696205017018501,2004-04-07,15.869999885559082,0.004420575222421999
LSTR,Transportation,0.7569324053410487,2004-04-07,21.15999984741211,-0.004949900224479702
SSD,Producer Manufacturing,0.7557438901493767,2004-04-07,24.834999084472656,0.00040267103097142644
ROK,Producer Manufacturing,0.7548173892079383,2004-04-07,35.20000076293945,-0.02108300111082594
GXP,Utilities,0.7449046555578211,2004-04-07,33.9900016784668,-0.0026443426000262336
FOSL,Consumer Durables,0.7366085395582668,2004-04-07,24.200000762939453,0.013590603700531768
WRLD,Finance,0.7359119199648312,2004-04-07,19.790000915527344,-0.020010652899743853
ESE,Electronic Technology,0.7286939770754326,2004-04-07,23.709999084472656,0.01316085540222967
MTH,Consumer Durables,0.7148478242970083,2004-04-07,36.04999923706055,0.0020826322091381916
EXPD,Transportation,0.6994150918016848,2004-04-07,20.725000381469727,0.0045944330247006575
BLK,Finance,0.6976635590109547,2004-04-07,63.91999816894531,-0.0073260592591296815
UVV,Consumer Non-Durables,0.9535907230671762,2004-04-21,52.20000076293945,0.018171821312549234
SHW,Process Industries,0.948090657262814,2004-04-21,12.69333267211914,0.0028927765553719335
INT,Distribution Services,0.929843456132963,2004-04-21,10.520000457763672,0.0014269056323086564
WWW,Consumer Non-Durables,0.923753740950432,2004-04-21,8.766667366027832,0.07375712119725916
AME,Producer Manufacturing,0.9060004508739554,2004-04-21,8.222222328186035,0.016349122069192402
STAR,Consumer Services,0.8789761480284103,2004-04-21,36.54999923706055,-0.013857092591164945
NJR,Utilities,0.8777455462687761,2004-04-21,12.476667404174805,0.008855601131735134
JCI,Producer Manufacturing,0.8735419734780439,2004-04-21,59.672821044921875,0.017244829346666515
SRE,Utilities,0.8712702337321458,2004-04-21,31.200000762939453,-0.0016012569137865286
ENB,Industrial Services,0.8513424422691067,2004-04-21,9.324999809265137,0.00402949395840517
DLX,Commercial Services,0.8478992460396214,2004-04-21,41.5099983215332,0.004103763685037669
HSY,Consumer Non-Durables,0.844670097159682,2004-04-21,42.32500076293945,0.001182015166176087
PCAR,Producer Manufacturing,0.8322966537985784,2004-04-21,25.426666259765625,0.008249283738473627
HUBB,Producer Manufacturing,0.8299380322994547,2004-04-21,44.029998779296875,0.0025014365327183682
ROST,Retail Trade,0.8298734049446095,2004-04-21,7.682499885559082,0.0058747006019452
INGR,Process Industries,0.8261774287754093,2004-04-21,21.010000228881836,0.025061574670464805
PENN,Consumer Services,0.8157638585480781,2004-04-21,3.3845810890197754,0.013450400971120484
HSC,Industrial Services,0.8114082164248705,2004-04-21,22.19499969482422,-0.004271163934988215
BMS,Process Industries,0.8100237233778107,2004-04-21,25.709999084472656,0.0019466324270582737
TTC,Producer Manufacturing,0.8017927006267916,2004-04-21,7.287499904632568,-0.008539761659413824
GFF,Producer Manufacturing,0.7986460184168054,2004-04-21,21.5,0.01075528439990736
CACH,Retail Trade,0.7910515954483186,2004-04-21,17.356233596801758,-0.005836119185318829
MGRC,Finance,0.7878225364099858,2004-04-21,16.125,-0.007722046093910278
HNI,Producer Manufacturing,0.7846823503627547,2004-04-21,39.25,0.0644536197855827
ARLP,Energy Minerals,0.7807673662803,2004-04-21,8.71500015258789,-0.060658376894713886
AVID,Technology Services,0.7802763401615483,2004-04-21,52.970001220703125,0.03848849030022059
CBRL,Consumer Services,0.7790298897115115,2004-04-21,38.2599983215332,-0.014530649737470987
AN,Retail Trade,0.7715112880806814,2004-04-21,17.0,0.008862664618692763
KBH,Consumer Durables,0.7699800370061122,2004-04-21,35.599998474121094,0.015284676333391044
IFF,Consumer Non-Durables,0.7694926103941813,2004-04-21,36.02000045776367,0.0033370144585840628
SSD,Producer Manufacturing,0.767182575208904,2004-04-21,24.875,0.01010109598650392
MATX,Transportation,0.7625560211492354,2004-04-21,15.785140037536621,0.02615933951611311
LSTR,Transportation,0.7585588685000054,2004-04-21,22.469999313354492,0.0181883887135697
ROK,Producer Manufacturing,0.7475727101921482,2004-04-21,34.5099983215332,0.01283186575723875
FOSL,Consumer Durables,0.7328034815535802,2004-04-21,25.170000076293945,0.020064878544525253
MFA,Finance,0.7300533368854991,2004-04-21,36.15999984741211,0.011123627935856644
WRLD,Finance,0.7299060365306771,2004-04-21,17.299999237060547,0.02457701795299454
HIBB,Retail Trade,0.7260884784104503,2004-04-21,15.333333015441895,0.0
ESE,Electronic Technology,0.7200358480088982,2004-04-21,24.149999618530273,0.014598815681584663
MTH,Consumer Durables,0.7154467791102059,2004-04-21,33.5,0.01761693009628388
EXP,Non-Energy Minerals,0.7146064240365846,2004-04-21,20.203332901000977,0.004298920699635594
BLK,Finance,0.7001111802832872,2004-04-21,61.349998474121094,-0.01648922712734801
SRE,Utilities,0.9638862257261054,2004-05-05,32.88999938964844,0.01346817498227563
UVV,Consumer Non-Durables,0.9549392392196046,2004-05-05,50.88999938964844,-0.00977716052008836
SHW,Process Industries,0.9479587599197662,2004-05-05,12.703332901000977,0.014270880157628875
AME,Producer Manufacturing,0.9057366199159546,2004-05-05,8.014815330505371,0.019033977038519286
MATX,Transportation,0.8945945302308178,2004-05-05,15.339204788208008,-0.0037441502868982754
INT,Distribution Services,0.8923450064697486,2004-05-05,11.087499618530273,0.017514302817787614
MFA,Finance,0.8793420865986321,2004-05-05,36.08000183105469,0.0011092878010480305
NJR,Utilities,0.871182130556524,2004-05-05,12.856666564941406,-0.0018132539216029907
GFF,Producer Manufacturing,0.8687134842932789,2004-05-05,22.5,0.0022246610381716943
DLX,Commercial Services,0.8674198638109256,2004-05-05,42.349998474121094,0.0
JCI,Producer Manufacturing,0.8625522259940193,2004-05-05,60.79715347290039,0.004461987861325605
STAR,Consumer Services,0.862019956999325,2004-05-05,36.099998474121094,-0.004146558229963149
INGR,Process Industries,0.8522683497131841,2004-05-05,22.274999618530273,0.0008982914734721053
IMO,Energy Minerals,0.8499158568460575,2004-05-05,15.483332633972168,0.017591908470499983
HSC,Industrial Services,0.8382177608973094,2004-05-05,21.915000915527344,-0.009084725323611226
BMS,Process Industries,0.8375254825726912,2004-05-05,27.530000686645508,0.0014540502450832553
HUBB,Producer Manufacturing,0.8321668797732873,2004-05-05,45.470001220703125,0.014398333119398653
